,description,disease,is_original
10487,muonekeno wa sumu (typhos),Typhoid,False
10488,belly painin,Typhoid,False
10489,behy phain,Typhoid,False
10490,billy pain,Typhoid,False
10491,belly pain,Typhoid,True
10492,bela pain,Typhoid,False
10493,maumivu ya tummbo,Typhoid,False
10494,maumivu ya tumbho,Typhoid,False
10495,maoomivu ya tumbo,Typhoid,False
10496,maumivu ya tumbo,Typhoid,True
10497,mbaumivu ya tumbo,Typhoid,False
10498,bwrning micturition,UTI,False
10499,burning micturition,UTI,True
10500,burneeng micturition,UTI,False
10501,boorning micturition,UTI,False
10502,hisi ya mooto wakati wa kukojoa,UTI,False
10503,heesi ya moto wakati wa kukojoa,UTI,False
10504,hisi ya moto wmkati wa kukojoa,UTI,False
10505,hisi ya moto wakati wa kukojoa,UTI,True
10506,hisi ya mono wakati wa kukojoa,UTI,False
10507,bladder diacomfort,UTI,False
10508,bladder discomfort,UTI,True
10509,bladder dimfort,UTI,False
10510,usumbufu wa kybofu,UTI,False
10511,usumbufu wa kibofoo,UTI,False
10512,usumbufu wa kibofu,UTI,True
10513,foul smell of uurine,UTI,False
10514,fouo smell of urine,UTI,False
10515,foul smbell of urine,UTI,False
10516,foul smell of uriaine,UTI,False
10517,foul smell of urine,UTI,True
10518,harufu mbaya ya mkoujo,UTI,False
10519,harufu mbaya ya mkojo,UTI,True
10520,harufu mpaya ya mkojo,UTI,False
10521,haufu mbeya ya mkohjo,UTI,False
10522,harufu mu ya mkojo,UTI,False
10523,haruphu mbaya ya mkojo,UTI,False
10524,harufu mpaya ya mi,UTI,False
10525,continuous feel of uine,UTI,False
10526,contynuous feel of urine,UTI,False
10527,continuous feel of urina,UTI,False
10528,continooous feml of urine,UTI,False
10529,continuous feel of urine,UTI,True
10530,hisia ya haja ndogo kila wakatee,UTI,False
10531,hisia ya hma ndogo kila wakati,UTI,False
10532,hisia ya haja ndogo kila wakati,UTI,True
10533,hisia ya haja ndogo kil wakati,UTI,False
10534,hisia yaa haja ndogo kila wakati,UTI,False
10535,hisia ya haja ndogo kila wahi,UTI,False
10536,hisiauisia ya haja ndogo kila wakati,UTI,False
10537,hisia ya haja ndogo kilha wakati,UTI,False
10538,chells,Malaria,False
10539,chills,Malaria,True
10540,baridi kalhali,Malaria,False
10541,bridi kahali,Malaria,False
10542,baridi kali,Malaria,True
10543,vomitin,Malaria,False
10544,voomiting,Malaria,False
10545,vhomiting,Malaria,False
10546,vomiting,Malaria,True
10547,kutapaka,Malaria,False
10548,kutapika,Malaria,True
10549,kotapika,Malaria,False
10550,hi fever,Malaria,False
10551,hiuigh fever,Malaria,False
10552,high fever,Malaria,True
10553,homa kmali,Malaria,False
10554,homa kali,Malaria,True
10555,sweating,Malaria,True
10556,swaating,Malaria,False
10557,swiating,Malaria,False
10558,sweatig,Malaria,False
10559,sweateng,Malaria,False
10560,kwtokwa jasho,Malaria,False
10561,kutokwa jasho,Malaria,True
10562,kutokwa jasha,Malaria,False
10563,headache,Malaria,True
10564,hache,Malaria,False
10565,maumivu ya kichmwa,Malaria,False
10566,maumivu ya kichwa,Malaria,True
10567,maumivu ya kichw,Malaria,False
10568,nusea,Malaria,False
10569,nausea,Malaria,True
10570,kichevuchefu,Malaria,False
10571,kichefuchefu,Malaria,True
10572,kicefuchefu,Malaria,False
10573,dierrhoea,Malaria,False
10574,diarrhoea,Malaria,True
10575,deearrhoea,Malaria,False
10576,dimrrhoea,Malaria,False
10577,uharisha,Malaria,False
10578,kuharisha,Malaria,True
10579,mmuscle pan,Malaria,False
10580,muscle pain,Malaria,True
10581,muscla pain,Malaria,False
10582,muscle paimain,Malaria,False
10583,muscle pein,Malaria,False
10584,maumivu ya misuli,Malaria,True
10585,maumivu ya misuuli,Malaria,False
10586,meumivu ya misuli,Malaria,False
10587,maunumivu ya misuli,Malaria,False
10588,chills,Typhoid,True
10589,chils,Typhoid,False
10590,baro kaly,Typhoid,False
10591,baridi kali,Typhoid,True
10592,voming,Typhoid,False
10593,vombiting,Typhoid,False
10594,bomiting,Typhoid,False
10595,vomiting,Typhoid,True
10596,kutapeeka,Typhoid,False
10597,kutapua,Typhoid,False
10598,kutapika,Typhoid,True
10599,fatigue,Typhoid,True
10600,ucovu,Typhoid,False
10601,uchobu,Typhoid,False
10602,uchovu,Typhoid,True
10603,hygh pever,Typhoid,False
10604,high fever,Typhoid,True
10605,higoh fever,Typhoid,False
10606,homa kai,Typhoid,False
10607,homa kali,Typhoid,True
10608,homaa kali,Typhoid,False
10609,headache,Typhoid,True
10610,hieadache,Typhoid,False
10611,mumivu ya kichwa,Typhoid,False
10612,maumivu ya kichwa,Typhoid,True
10613,maumeevu ya kichwa,Typhoid,False
10614,nausea,Typhoid,True
10615,nauseoausea,Typhoid,False
10616,ichefuchefu,Typhoid,False
10617,kichefuchefu,Typhoid,True
10618,kicfuchefu,Typhoid,False
10619,kichefhuchefu,Typhoid,False
10620,conystipation,Typhoid,False
10621,constipation,Typhoid,True
10622,consthipation,Typhoid,False
10623,kua choo,Typhoid,False
10624,kukosa choo,Typhoid,True
10625,kukosaa coo,Typhoid,False
10626,kukosa chouo,Typhoid,False
10627,abdominal pin,Typhoid,False
10628,abi pain,Typhoid,False
10629,abdouminal pain,Typhoid,False
10630,abdominal pain,Typhoid,True
10631,abdominal pa,Typhoid,False
10632,maumivu ya tumbo,Typhoid,True
10633,maaumivu ya tumbo,Typhoid,False
10634,mumivu ya tummbo,Typhoid,False
10635,dearrhoea,Typhoid,False
10636,diarrhouea,Typhoid,False
10637,diarrhoea,Typhoid,True
10638,uharisha,Typhoid,False
10639,kuhari,Typhoid,False
10640,kuharisha,Typhoid,True
10641,toxic look (typhos),Typhoid,True
10642,toxic louok (typhos),Typhoid,False
10643,toxic look (tybhos),Typhoid,False
10644,toxic look (ts),Typhoid,False
10645,toxic loonok (typhn),Typhoid,False
10646,muonekano we sumu (typhos),Typhoid,False
10647,muoonekano wa sumu (typhos),Typhoid,False
10648,muonechano wa sumu (typhos),Typhoid,False
10649,muonekno wa sumu (typhos),Typhoid,False
10650,muonekano wa summu (typhos),Typhoid,False
10651,muonekano wa sumu (typhos),Typhoid,True
10652,muonekano wa sumu (typhas),Typhoid,False
10653,belly painn,Typhoid,False
10654,belly pain,Typhoid,True
10655,maumivhu ya tumbhbo,Typhoid,False
10656,maumivu ya tumvo,Typhoid,False
10657,mauumivu ya twmbo,Typhoid,False
10658,maumivuoaumivu ya tumbo,Typhoid,False
10659,maumivu ya tumbo,Typhoid,True
10660,mumivu ya tumbo,Typhoid,False
10661,naumivu ya tumbo,Typhoid,False
10662,burning meecturition,UTI,False
10663,burning mictoorition,UTI,False
10664,burning micturitioun,UTI,False
10665,vurning micturition,UTI,False
10666,burning micturition,UTI,True
10667,burning micnurition,UTI,False
10668,hisi ya moto wakati wa kukojoa,UTI,True
10669,hisi y mato wakati wa kukojoa,UTI,False
10670,hisi yaa moto wakati wa kukojoa,UTI,False
10671,bladhder discomfort,UTI,False
10672,bladder discomfort,UTI,True
10673,bladder discomfor,UTI,False
10674,bladdeadder tiscomfort,UTI,False
10675,usumbufu wa kibofu,UTI,True
10676,usumbufu wa kibovu,UTI,False
10677,usumbufu wa ibofu,UTI,False
10678,usumbufu wa kibofw,UTI,False
10679,usumbufoufu wa kibofu,UTI,False
10680,foul smell of urihrine,UTI,False
10681,poul smell af urine,UTI,False
10682,fouul smell of urine,UTI,False
10683,foul smell of urinne,UTI,False
10684,foul smell of urine,UTI,True
10685,harufu mbeya ya mkojo,UTI,False
10686,harufu mbaya ya mkojo,UTI,True
10687,harufu mvaya ya mkojo,UTI,False
10688,harufu mbaya y mkojo,UTI,False
10689,continuous feel of wrine,UTI,False
10690,coitinuous feel of urine,UTI,False
10691,continuous feel ouf urini,UTI,False
10692,conntinuous fo of ureene,UTI,False
10693,continuous fmeel of urine,UTI,False
10694,continuous feel of urine,UTI,True
10695,continuous peel of urine,UTI,False
10696,hisia ya hja ndogo kila wakati,UTI,False
10697,hisia ya haja ndogo kila wakati,UTI,True
10698,hisia ya haja ndogao kila wakati,UTI,False
10699,hisia ya haja ndogo kyla wakati,UTI,False
10700,hisia ya haja mdogo kila wakati,UTI,False
10701,his ya haja nndogo kila wacati,UTI,False
10702,chills,Malaria,True
10703,banidi kali,Malaria,False
10704,barnaridi kali,Malaria,False
10705,baridhi kali,Malaria,False
10706,baridi kaly,Malaria,False
10707,baridi kai,Malaria,False
10708,baridi kali,Malaria,True
10709,vomiting,Malaria,True
10710,kopika,Malaria,False
10711,kutahka,Malaria,False
10712,kutapika,Malaria,True
10713,hig fever,Malaria,False
10714,hige fever,Malaria,False
10715,high fever,Malaria,True
10716,homa kaly,Malaria,False
10717,homa kale,Malaria,False
10718,homma kali,Malaria,False
10719,homa kali,Malaria,True
10720,ha kali,Malaria,False
10721,sweatig,Malaria,False
10722,sweating,Malaria,True
10723,sweateng,Malaria,False
10724,sweatin,Malaria,False
10725,kutokwa jasho,Malaria,True
10726,kutokwa jasyo,Malaria,False
10727,kutoka jasho,Malaria,False
10728,kuthokwa jasho,Malaria,False
10729,kutokwa jnho,Malaria,False
10730,kutokwa jasmo,Malaria,False
10731,heedache,Malaria,False
10732,headache,Malaria,True
10733,heatache,Malaria,False
10734,maumivu ya kichwa,Malaria,True
10735,maumeevu ya kichwa,Malaria,False
10736,nauuusea,Malaria,False
10737,nausea,Malaria,True
10738,nausaa,Malaria,False
10739,kichefuchefu,Malaria,True
10740,keechefuchefu,Malaria,False
10741,diarrhharrhoea,Malaria,False
10742,diarrhoea,Malaria,True
10743,kuharisha,Malaria,True
10744,muscli painn,Malaria,False
10745,muscle pain,Malaria,True
10746,muscla pain,Malaria,False
10747,muscle pein,Malaria,False
10748,muscle paiain,Malaria,False
10749,maumivu ya misulsuli,Malaria,False
10750,maumivu ya misuli,Malaria,True
10751,mauumivu ya misuli,Malaria,False
10752,maumimivu ya misumsuli,Malaria,False
10753,chills,Typhoid,True
10754,chylls,Typhoid,False
10755,baredi kalli,Typhoid,False
10756,barearidi kali,Typhoid,False
10757,baridi kali,Typhoid,True
10758,vomiting,Typhoid,True
10759,kutapeka,Typhoid,False
10760,kwtapika,Typhoid,False
10761,kutapika,Typhoid,True
10762,fategue,Typhoid,False
10763,fatigue,Typhoid,True
10764,patigue,Typhoid,False
10765,faatigue,Typhoid,False
10766,fadigue,Typhoid,False
10767,uchovu,Typhoid,True
10768,hih fiver,Typhoid,False
10769,high fuer,Typhoid,False
10770,hh fever,Typhoid,False
10771,high fever,Typhoid,True
10772,homa kali,Typhoid,True
10773,headache,Typhoid,True
10774,heanadache,Typhoid,False
10775,heu,Typhoid,False
10776,heatache,Typhoid,False
10777,maumivuou ya kichwa,Typhoid,False
10778,maumivu ya kichwa,Typhoid,True
10779,maumivu y kichwa,Typhoid,False
10780,maumivu ya kikywa,Typhoid,False
10781,maumivu ya kwa,Typhoid,False
10782,nausea,Typhoid,True
10783,cichefuchefu,Typhoid,False
10784,kichefuchefu,Typhoid,True
10785,kechefuchefu,Typhoid,False
10786,keechefuchefu,Typhoid,False
10787,constipation,Typhoid,True
10788,kukosa choo,Typhoid,True
10789,kukoha choo,Typhoid,False
10790,kuosa choo,Typhoid,False
10791,abdominal paim,Typhoid,False
10792,abdominal painn,Typhoid,False
10793,abdominal phain,Typhoid,False
10794,abdhominal pain,Typhoid,False
10795,abdominal pain,Typhoid,True
10796,maumivu ya tumbho,Typhoid,False
10797,maumivu ya tuumbo,Typhoid,False
10798,maumivu ya tumba,Typhoid,False
10799,maumivuivu ya tumbo,Typhoid,False
10800,maumivu ya tumbo,Typhoid,True
10801,diarrhoea,Typhoid,True
10802,tiarrhoea,Typhoid,False
10803,kuhaarisha,Typhoid,False
10804,chuharisha,Typhoid,False
10805,kwharisha,Typhoid,False
10806,kooharisha,Typhoid,False
10807,kuharisha,Typhoid,True
10808,toxyc look (typhos),Typhoid,False
10809,toxic loook (typhos),Typhoid,False
10810,toxic look (typhos),Typhoid,True
10811,muoneano wa sumu (typhos),Typhoid,False
10812,muonekano wa sumu (tybhos),Typhoid,False
10813,muonekeno wa sumu (typhos),Typhoid,False
10814,muonekano wa sumnmu (typhos),Typhoid,False
10815,muonekano wa sumu (typhos),Typhoid,True
10816,muuonekano wa saumu (typhos),Typhoid,False
10817,belly paain,Typhoid,False
10818,belly p,Typhoid,False
10819,belly pain,Typhoid,True
10820,maumivu ya tumbbo,Typhoid,False
10821,maumivu ya tumbou,Typhoid,False
10822,maaumivu ya tumbo,Typhoid,False
10823,maumimumivu ya tumbo,Typhoid,False
10824,maumivu ya tumbo,Typhoid,True
10825,maumivu ya twmbo,Typhoid,False
10826,maumivu ya tumbumbo,Typhoid,False
10827,burning mictoorition,UTI,False
10828,berning micturitiony,UTI,False
10829,burnyng micturition,UTI,False
10830,burning mecturition,UTI,False
10831,burning micturition,UTI,True
10832,burning micturitioon,UTI,False
10833,hisi ya moto wakati wa kuhkojoa,UTI,False
10834,hisi ya moto wakadi wa kukojoa,UTI,False
10835,hi ya moto wakati wa kukojoa,UTI,False
10836,hisi ya noto wakati wa kukojoa,UTI,False
10837,hisi ya moto wakati wa kukojoa,UTI,True
10838,hisi ya moto waki wa kukojoa,UTI,False
10839,hisi ya mothto wakati wa kukojoa,UTI,False
10840,bladder descomfort,UTI,False
10841,blaadder discomfort,UTI,False
10842,bladder demfort,UTI,False
10843,bladder discomfort,UTI,True
10844,bladder dyscomfort,UTI,False
10845,usumbufu wa kibhbofu,UTI,False
10846,usumbufu wa kiboufu,UTI,False
10847,usumbufu wa kibofu,UTI,True
10848,fnoul smell of urine,UTI,False
10849,fi smell of urine,UTI,False
10850,foul smell of urin,UTI,False
10851,foul smell of urine,UTI,True
10852,fol s oof urine,UTI,False
10853,harufu mbaya ya mkoj,UTI,False
10854,harufu mbaya ya mkojo,UTI,True
10855,harufu mbaaya ya mkojo,UTI,False
10856,harufu mbayaabaya ya mkojo,UTI,False
10857,harufu mbaya y mkao,UTI,False
10858,haarufu mbaya ya mkojo,UTI,False
10859,harwfu mbaya ya mkojo,UTI,False
10860,continuous feel of urinye,UTI,False
10861,continuous feel of urine,UTI,True
10862,cotinuous feel ov urine,UTI,False
10863,continuous feelaeel of urine,UTI,False
10864,hisia ye haja ndogo kila waakati,UTI,False
10865,hisia ya haja ndogo kila wakati,UTI,True
10866,hisia ya haja ndougo kila wakati,UTI,False
10867,hisia ya hajua ndogo kila wakati,UTI,False
10868,hisia ye haja ndogo kila wakati,UTI,False
10869,chills,Malaria,True
10870,chylls,Malaria,False
10871,baridi kale,Malaria,False
10872,baridi kali,Malaria,True
10873,vhomiting,Malaria,False
10874,vomiting,Malaria,True
10875,kutapietapika,Malaria,False
10876,kudapika,Malaria,False
10877,kutapika,Malaria,True
10878,high fever,Malaria,True
10879,homa ali,Malaria,False
10880,homa kali,Malaria,True
10881,sing,Malaria,False
10882,sweatimg,Malaria,False
10883,sweating,Malaria,True
10884,swiating,Malaria,False
10885,kutokwa jasho,Malaria,True
10886,kutokwaa jasho,Malaria,False
10887,kuthokwa jasho,Malaria,False
10888,kutoukwa jasho,Malaria,False
10889,haadache,Malaria,False
10890,headache,Malaria,True
10891,heaache,Malaria,False
10892,headace,Malaria,False
10893,maumivu ya kichwa,Malaria,True
10894,maumivu ya kichmchwa,Malaria,False
10895,maumivu ya kicmchwa,Malaria,False
10896,mbaumivu ya kichwa,Malaria,False
10897,maumyvu ya kichwa,Malaria,False
10898,nausehea,Malaria,False
10899,nausea,Malaria,True
10900,nauusea,Malaria,False
10901,kishefuchefu,Malaria,False
10902,kichefuchefu,Malaria,True
10903,diarrhoea,Malaria,True
10904,kuharisha,Malaria,True
10905,musclie pain,Malaria,False
10906,muscle pain,Malaria,True
10907,muscle pin,Malaria,False
10908,maumivu ya misiisuli,Malaria,False
10909,maumivu ya misuli,Malaria,True
10910,maumivu ya mihisuli,Malaria,False
10911,maumia ya misuli,Malaria,False
10912,chills,Typhoid,True
10913,chims,Typhoid,False
10914,baridi kali,Typhoid,True
10915,baridi kalo,Typhoid,False
10916,vombiting,Typhoid,False
10917,vomiting,Typhoid,True
10918,kutaea,Typhoid,False
10919,kutapapika,Typhoid,False
10920,kwtapika,Typhoid,False
10921,kutapika,Typhoid,True
10922,fatigue,Typhoid,True
10923,wchovu,Typhoid,False
10924,uchovu,Typhoid,True
10925,himh fever,Typhoid,False
10926,high phever,Typhoid,False
10927,h fever,Typhoid,False
10928,high fever,Typhoid,True
10929,hma kali,Typhoid,False
10930,homa kali,Typhoid,True
10931,homba kali,Typhoid,False
10932,headace,Typhoid,False
10933,headache,Typhoid,True
10934,headhache,Typhoid,False
10935,headakye,Typhoid,False
10936,hieadache,Typhoid,False
10937,mamivu ya kichwa,Typhoid,False
10938,maaumivu ya kicwa,Typhoid,False
10939,maumivu ya kichwa,Typhoid,True
10940,maumivu ya cchwa,Typhoid,False
10941,nausea,Typhoid,True
10942,kichefuchefu,Typhoid,True
10943,constipaation,Typhoid,False
10944,constipation,Typhoid,True
10945,constibation,Typhoid,False
10946,kukosa choo,Typhoid,True
10947,kukona choo,Typhoid,False
10948,kwkosa choo,Typhoid,False
10949,ukosa choo,Typhoid,False
10950,kukosa chao,Typhoid,False
10951,abdominal payn,Typhoid,False
10952,abdominal phain,Typhoid,False
10953,abdominal pain,Typhoid,True
10954,abdomynal paihain,Typhoid,False
10955,abdominahminal pain,Typhoid,False
10956,mmaumivu ya tumbo,Typhoid,False
10957,maumivu ye tumbo,Typhoid,False
10958,maumivu ya thumbo,Typhoid,False
10959,maumivu ya tumbo,Typhoid,True
10960,mbaumivu ya tumbo,Typhoid,False
10961,dearrhoea,Typhoid,False
10962,diarrhoea,Typhoid,True
10963,tiarrhoea,Typhoid,False
10964,chuharisha,Typhoid,False
10965,kuuharisha,Typhoid,False
10966,kuharisha,Typhoid,True
10967,touxic look (typhos),Typhoid,False
10968,toxic lnook (typhos),Typhoid,False
10969,toxic lnk (typhos),Typhoid,False
10970,toxic look (typhos),Typhoid,True
10971,muanekano wa sumu (typhos),Typhoid,False
10972,mbuonekano wa sumu (typhos),Typhoid,False
10973,muonekano wa sumu (typhos),Typhoid,True
10974,muounekano wa suumu (typhos),Typhoid,False
10975,belly paini,Typhoid,False
10976,belly pain,Typhoid,True
10977,maumivhu ya tumbo,Typhoid,False
10978,maumivu ya teo,Typhoid,False
10979,naumivu ya tumbo,Typhoid,False
10980,maumivu ya tumbo,Typhoid,True
10981,maumivu y tumbo,Typhoid,False
10982,burning mycturition,UTI,False
10983,burning micturitiion,UTI,False
10984,burning mecturition,UTI,False
10985,burning micturition,UTI,True
10986,bueurning micdurition,UTI,False
10987,hisi ya moto waakati wa kukojoa,UTI,False
10988,hisi ya moto wakati wa kukojojoa,UTI,False
10989,hisi y moto wakati wa kukojoa,UTI,False
10990,hishi ya moto wkati wa kukojoa,UTI,False
10991,hisi ya moto wakaty wa kukojoaa,UTI,False
10992,hiosi yaa moto wakati wa kukojoa,UTI,False
10993,hisi ya moto wakati wa kuukojoa,UTI,False
10994,hisi ya moto wakati wa kukojoa,UTI,True
10995,hisi ya moto wakati we kukojoa,UTI,False
10996,blatder tiscomfort,UTI,False
10997,bladder dfort,UTI,False
10998,pladder discomfort,UTI,False
10999,bladder discomfort,UTI,True
11000,blader discomfort,UTI,False
11001,usoufu wa kipofu,UTI,False
11002,usumbufu wa kybofu,UTI,False
11003,usumbufosumbufu wa kibofu,UTI,False
11004,usumbufu wa kibofu,UTI,True
11005,usumbufu w kibofu,UTI,False
11006,usumbufu wa chbofu,UTI,False
11007,usumbufu wa keebofu,UTI,False
11008,foul smell of urine,UTI,True
11009,foul sme of urinne,UTI,False
11010,foul smell of uurine,UTI,False
11011,harufu mbaymaya ya mkojo,UTI,False
11012,harufu mbaya ya mkojo,UTI,True
11013,harufu mbhaya ya mcojo,UTI,False
11014,harufu mbaymya ya mkojo,UTI,False
11015,harufu mbaya ya mko,UTI,False
11016,harufu mbaya y mkojo,UTI,False
11017,continuous pheel of urine,UTI,False
11018,continuous feel of urine,UTI,True
11019,continuous feel of umne,UTI,False
11020,hisia ya haja ndogo keila wakati,UTI,False
11021,hisiaa ya haja ndogo kila wakati,UTI,False
11022,hesia ya haja ndogo kila wakate,UTI,False
11023,hisnisia ya haja ndogo kila wakati,UTI,False
11024,hisia ya haja ndogo ka wakati,UTI,False
11025,hisia ya haja ndogo kila wakati,UTI,True
11026,hisia ya haja ndogo kela wakati,UTI,False
11027,hisia ya haja ndogo kila wachati,UTI,False
11028,chills,Malaria,True
11029,kyills,Malaria,False
11030,bridi kali,Malaria,False
11031,baridi kali,Malaria,True
11032,baridi cali,Malaria,False
11033,baredi kali,Malaria,False
11034,vombiting,Malaria,False
11035,vomeeting,Malaria,False
11036,vomiting,Malaria,True
11037,voming,Malaria,False
11038,vomitinng,Malaria,False
11039,vhomiting,Malaria,False
11040,kutapia,Malaria,False
11041,kutapeeka,Malaria,False
11042,kutapika,Malaria,True
11043,high fevehr,Malaria,False
11044,high fevehver,Malaria,False
11045,high fever,Malaria,True
